tf	gene	force_LUAD	force_LUSC	delta_force	LUAD_higher
ZNF529	ENSG00000180257	1.54949100231104	4.23459241871486	-2.68510141640381	FALSE
ZNF384	ENSG00000134551	2.38203512186083	5.06512215983724	-2.68308703797641	FALSE
ZNF529	ENSG00000261848	-2.40372416020934	0.277648429596405	-2.68137258980574	FALSE
ZNF304	ENSG00000261848	-2.44734163618853	0.230464681358287	-2.67780631754681	FALSE
ZNF418	ENSG00000175077	3.37638731241895	6.05251891574021	-2.67613160332126	FALSE
ZNF467	ENSG00000276809	-2.06487914958734	0.609407615214358	-2.67428676480169	FALSE
ZNF180	ENSG00000201736	0.970334338976055	3.64426297973009	-2.67392864075404	FALSE
ZNF529	ENSG00000275127	-1.58749475079972	1.08474938347735	-2.67224413427708	FALSE
ZNF467	ENSG00000227124	-2.39454676786549	0.274928788931319	-2.66947555679681	FALSE
ZNF304	ENSG00000240793	-2.7270125361561	-0.0587724066395424	-2.66824012951656	FALSE
ZNF467	ENSG00000207442	2.45624862926249	5.1235804232482	-2.66733179398571	FALSE
ZNF398	ENSG00000167562	-1.84659479320348	0.819922765386083	-2.66651755858956	FALSE
ZNF418	ENSG00000125695	1.12489890619385	3.78932025381856	-2.66442134762472	FALSE
ZNF529	ENSG00000258568	-2.40461928953027	0.258174415788359	-2.66279370531863	FALSE
ZNF418	ENSG00000153060	1.4811293171273	4.14303662372164	-2.66190730659434	FALSE
ZNF398	ENSG00000196793	-2.88290244419499	-0.223789684592201	-2.65911275960279	FALSE
ZNF468	ENSG00000273860	-1.99072585884911	0.66660821789275	-2.65733407674186	FALSE
ZNF467	ENSG00000072422	1.84826084864334	4.50421532510984	-2.6559544764665	FALSE
ZNF398	ENSG00000254340	-1.1994032231707	1.45558677687532	-2.65499000004602	FALSE
ZNF468	ENSG00000258568	-2.51864053191013	0.135686729489138	-2.65432726139927	FALSE
ZNF79	ENSG00000134551	2.72231371552396	5.374405236672	-2.65209152114804	FALSE
PRDM6	ENSG00000134551	2.98792968342177	5.63991975819435	-2.65199007477258	FALSE
ZIM2	ENSG00000259426	1.56645367682954	4.21800385691015	-2.65155018008061	FALSE
ZNF180	ENSG00000203855	-1.91488922694216	0.733877284500398	-2.64876651144256	FALSE
ZNF467	ENSG00000116574	3.84989393655913	6.49814515156855	-2.64825121500943	FALSE
ZNF432	ENSG00000152782	0.593841817543644	3.24002124854039	-2.64617943099675	FALSE
ZNF529	ENSG00000227124	-2.50909270597195	0.136935294623813	-2.64602800059577	FALSE
ZNF432	ENSG00000251400	-2.65424064765335	-0.00882407771339097	-2.64541656993996	FALSE
ZNF287	ENSG00000231651	2.18526397995905	4.82734138723285	-2.64207740727379	FALSE
ZNF225	ENSG00000187959	-2.31785770836688	0.323296800133662	-2.64115450850055	FALSE
ZNF468	ENSG00000261848	-2.3261165445414	0.313105963978775	-2.63922250852017	FALSE
FOXD3	ENSG00000271874	2.4647106893836	5.10290291812977	-2.63819222874617	FALSE
ZNF880	ENSG00000131016	-0.779991916791298	1.85805902517212	-2.63805094196342	FALSE
ZNF418	ENSG00000075073	0.65779481694654	3.29554713725708	-2.63775232031054	FALSE
ZNF304	ENSG00000198346	1.92701785887707	4.56470153096919	-2.63768367209212	FALSE
ZNF180	ENSG00000272297	-2.35931200515098	0.278284554473666	-2.63759655962465	FALSE
ZNF383	ENSG00000198346	-2.27987045915944	0.356546102618728	-2.63641656177817	FALSE
ZNF418	ENSG00000132478	1.07370080100104	3.70653722336223	-2.63283642236118	FALSE
ZFP28	ENSG00000134551	2.85288022773419	5.48436823758643	-2.63148800985224	FALSE
ZNF25	ENSG00000271874	-2.33561088582655	0.295193875189159	-2.63080476101571	FALSE
ZNF879	ENSG00000220131	1.39405540615549	4.02463109499941	-2.63057568884392	FALSE
ZNF132	ENSG00000254340	-1.46562802876767	1.16450644244934	-2.63013447121701	FALSE
ZNF467	ENSG00000275127	-1.51574299504957	1.11329383959632	-2.62903683464588	FALSE
ZNF529	ENSG00000244349	-2.05524426992022	0.57320974729296	-2.62845401721318	FALSE
FOXR2	ENSG00000134551	2.30307172049783	4.93069067643052	-2.62761895593269	FALSE
KLF7	ENSG00000197385	-2.37118132280371	0.254365883672248	-2.62554720647596	FALSE
ZNF880	ENSG00000152782	0.423451701440388	3.04742454418053	-2.62397284274015	FALSE
VSX2	ENSG00000271874	-2.35044015576769	0.271367552090344	-2.62180770785804	FALSE
ZNF334	ENSG00000228142	-2.19456631833962	0.425479506213221	-2.62004582455284	FALSE
ZIM2	ENSG00000240793	-2.58651318566916	0.0313559277963215	-2.61786911346548	FALSE
ZNF304	ENSG00000218676	1.46265599686734	4.08003106655509	-2.61737506968775	FALSE
ZNF180	ENSG00000218676	-2.62230500920095	-0.0053460993533765	-2.61695890984758	FALSE
ZNF304	ENSG00000270711	-1.61534466716395	1.00144363185379	-2.61678829901774	FALSE
ZNF180	ENSG00000267375	-2.33600110344586	0.27821566703401	-2.61421677047987	FALSE
DMRT2	ENSG00000278703	-1.84248190583486	0.771333265177085	-2.61381517101195	FALSE
ZNF304	ENSG00000143067	-1.26319907186813	1.35005032531551	-2.61324939718364	FALSE
ZNF383	ENSG00000259426	-1.81099965836908	0.801815775245983	-2.61281543361507	FALSE
ZNF304	ENSG00000201736	-2.33626599896268	0.27540886886481	-2.61167486782749	FALSE
ZNF418	ENSG00000271874	2.16962365539376	4.78027106936776	-2.610647413974	FALSE
ZNF879	ENSG00000183844	-1.83730901896634	0.772670275411392	-2.60997929437773	FALSE
ZNF341	ENSG00000198346	-2.31782449531943	0.290560414153258	-2.60838490947269	FALSE
ZNF570	ENSG00000134551	-1.95995636138302	0.644834955334966	-2.60479131671799	FALSE
ZNF468	ENSG00000137819	-1.89591829732741	0.70719245704451	-2.60311075437192	FALSE
ZNF468	ENSG00000254340	-1.61717071403581	0.985614600092948	-2.60278531412876	FALSE
ZNF823	ENSG00000145358	-1.85576167165269	0.745955431850722	-2.60171710350341	FALSE
ZNF467	ENSG00000233585	-1.60585221957967	0.994764580992672	-2.60061680057234	FALSE
ZNF467	ENSG00000241316	0.865512133657769	3.46489032513095	-2.59937819147318	FALSE
ZNF487	ENSG00000134551	3.07421026362056	5.6734015073685	-2.59919124374794	FALSE
ZNF880	ENSG00000267552	-1.8478264787092	0.748821327817663	-2.59664780652687	FALSE
ZNF468	ENSG00000167562	-2.1950646767796	0.399760105817513	-2.59482478259712	FALSE
ZNF180	ENSG00000266396	-2.36851868901175	0.225929576848029	-2.59444826585978	FALSE
ZNF341	ENSG00000167562	1.37931407289112	3.97311200670511	-2.59379793381399	FALSE
ZNF529	ENSG00000207460	-1.73822058820261	0.854323027032819	-2.59254361523543	FALSE
ZNF180	ENSG00000197385	-2.12358047693605	0.468640666540576	-2.59222114347662	FALSE
ZNF418	ENSG00000181038	0.00815518272252978	2.59982962126811	-2.59167443854558	FALSE
ZNF879	ENSG00000153060	1.51777213155353	4.10759500422238	-2.58982287266885	FALSE
ARID5B	ENSG00000134551	-2.49135638993247	0.0968119373895464	-2.58816832732201	FALSE
ZNF33B	ENSG00000134551	-2.35781185951795	0.229338930104138	-2.58715078962209	FALSE
ZNF467	ENSG00000260879	-1.2935946171762	1.28726164432551	-2.58085626150172	FALSE
ZNF418	ENSG00000225416	1.32250004803956	3.90294378649411	-2.58044373845455	FALSE
ZNF529	ENSG00000273860	-2.06554504663441	0.514577288029752	-2.58012233466416	FALSE
ZNF880	ENSG00000244349	2.47686909755555	5.05633737082292	-2.57946827326737	FALSE
ZNF468	ENSG00000143067	-1.00145740961668	1.57737789877836	-2.57883530839504	FALSE
ZNF180	ENSG00000244578	-1.6762762895469	0.901049584994352	-2.57732587454125	FALSE
POU3F3	ENSG00000271874	-2.48510978014606	0.0918735318956918	-2.57698331204175	FALSE
ZNF25	ENSG00000278703	-1.88966597977967	0.685603585062944	-2.57526956484261	FALSE
ZNF529	ENSG00000262096	-1.05860437467247	1.51578910974159	-2.57439348441406	FALSE
ZNF180	ENSG00000276809	-2.03652776465429	0.536700763975901	-2.57322852863019	FALSE
ZNF33B	ENSG00000278703	-1.95753384763727	0.615684733163464	-2.57321858080073	FALSE
ZIM2	ENSG00000137819	-1.80286145359346	0.770158241632746	-2.5730196952262	FALSE
ZNF180	ENSG00000171671	-2.03863020177407	0.534017860452893	-2.57264806222697	FALSE
KLF7	ENSG00000148680	1.58818519298311	4.16019090226399	-2.57200570928088	FALSE
ZNF418	ENSG00000269893	-2.93431889741316	-0.362693369062274	-2.57162552835089	FALSE
